suburb,postcode,suburb_postcode,state_long,zone
Liverpool,2170,LIVERPOOL 2170,New South Wales,Sydney
Liverpool South,2170,LIVERPOOL SOUTH 2170,New South Wales,Sydney
Liverpool Westfield,2170,LIVERPOOL WESTFIELD 2170,New South Wales,Sydney
Lurnea,2170,LURNEA 2170,New South Wales,Sydney
Moorebank,2170,MOOREBANK 2170,New South Wales,Sydney
Mount Pritchard,2170,MOUNT PRITCHARD 2170,New South Wales,Sydney
Prestons,2170,PRESTONS 2170,New South Wales,Sydney
Warwick Farm,2170,WARWICK FARM 2170,New South Wales,Sydney
Carnes Hill,2171,CARNES HILL 2171,New South Wales,Sydney
Cecil Hills,2171,CECIL HILLS 2171,New South Wales,Sydney
Elizabeth Hills,2171,ELIZABETH HILLS 2171,New South Wales,Sydney
Horningsea Park,2171,HORNINGSEA PARK 2171,New South Wales,Sydney
Hoxton Park,2171,HOXTON PARK 2171,New South Wales,Sydney
Len Waters Estate,2171,LEN WATERS ESTATE 2171,New South Wales,Sydney
Middleton Grange,2171,MIDDLETON GRANGE 2171,New South Wales,Sydney
West Hoxton,2171,WEST HOXTON 2171,New South Wales,Sydney
Pleasure Point,2172,PLEASURE POINT 2172,New South Wales,Sydney
Sandy Point,2172,SANDY POINT 2172,New South Wales,Sydney
Voyager Point,2172,VOYAGER POINT 2172,New South Wales,Sydney
Holsworthy,2173,HOLSWORTHY 2173,New South Wales,Sydney
Wattle Grove,2173,WATTLE GROVE 2173,New South Wales,Sydney
Edmondson Park,2174,EDMONDSON PARK 2174,New South Wales,Sydney
Horsley Park,2175,HORSLEY PARK 2175,New South Wales,Sydney
Abbotsbury,2176,ABBOTSBURY 2176,New South Wales,Sydney
Bossley Park,2176,BOSSLEY PARK 2176,New South Wales,Sydney
Edensor Park,2176,EDENSOR PARK 2176,New South Wales,Sydney
Greenfield Park,2176,GREENFIELD PARK 2176,New South Wales,Sydney
Prairiewood,2176,PRAIRIEWOOD 2176,New South Wales,Sydney
St Johns Park,2176,ST JOHNS PARK 2176,New South Wales,Sydney
Wakeley,2176,WAKELEY 2176,New South Wales,Sydney
Bonnyrigg,2177,BONNYRIGG 2177,New South Wales,Sydney
Bonnyrigg Heights,2177,BONNYRIGG HEIGHTS 2177,New South Wales,Sydney
Cecil Park,2178,CECIL PARK 2178,New South Wales,Sydney
Kemps Creek,2178,KEMPS CREEK 2178,New South Wales,Sydney
Mount Vernon,2178,MOUNT VERNON 2178,New South Wales,Sydney
Austral,2179,AUSTRAL 2179,New South Wales,Sydney
Leppington,2179,LEPPINGTON 2179,New South Wales,Sydney
Chullora,2190,CHULLORA 2190,New South Wales,Sydney
Greenacre,2190,GREENACRE 2190,New South Wales,Sydney
Mount Lewis,2190,MOUNT LEWIS 2190,New South Wales,Sydney
Belfield,2191,BELFIELD 2191,New South Wales,Sydney
Belmore,2192,BELMORE 2192,New South Wales,Sydney
Ashbury,2193,ASHBURY 2193,New South Wales,Sydney
Canterbury,2193,CANTERBURY 2193,New South Wales,Sydney
Hurlstone Park,2193,HURLSTONE PARK 2193,New South Wales,Sydney
Campsie,2194,CAMPSIE 2194,New South Wales,Sydney
Lakemba,2195,LAKEMBA 2195,New South Wales,Sydney
Wiley Park,2195,WILEY PARK 2195,New South Wales,Sydney
Punchbowl,2196,PUNCHBOWL 2196,New South Wales,Sydney
Roselands,2196,ROSELANDS 2196,New South Wales,Sydney
Bass Hill,2197,BASS HILL 2197,New South Wales,Sydney
Georges Hall,2198,GEORGES HALL 2198,New South Wales,Sydney
Yagoona,2199,YAGOONA 2199,New South Wales,Sydney
Yagoona West,2199,YAGOONA WEST 2199,New South Wales,Sydney
Bankstown,2200,BANKSTOWN 2200,New South Wales,Sydney
Bankstown Aerodrome,2200,BANKSTOWN AERODROME 2200,New South Wales,Sydney
Bankstown North,2200,BANKSTOWN NORTH 2200,New South Wales,Sydney
Bankstown Square,2200,BANKSTOWN SQUARE 2200,New South Wales,Sydney
Condell Park,2200,CONDELL PARK 2200,New South Wales,Sydney
Manahan,2200,MANAHAN 2200,New South Wales,Sydney
Mount Lewis,2200,MOUNT LEWIS 2200,New South Wales,Sydney
Dulwich Hill,2203,DULWICH HILL 2203,New South Wales,Sydney
Marrickville,2204,MARRICKVILLE 2204,New South Wales,Sydney
Marrickville Metro,2204,MARRICKVILLE METRO 2204,New South Wales,Sydney
Marrickville South,2204,MARRICKVILLE SOUTH 2204,New South Wales,Sydney
Arncliffe,2205,ARNCLIFFE 2205,New South Wales,Sydney
Turrella,2205,TURRELLA 2205,New South Wales,Sydney
Wolli Creek,2205,WOLLI CREEK 2205,New South Wales,Sydney
Clemton Park,2206,CLEMTON PARK 2206,New South Wales,Sydney
Earlwood,2206,EARLWOOD 2206,New South Wales,Sydney
Bardwell Park,2207,BARDWELL PARK 2207,New South Wales,Sydney
Bardwell Valley,2207,BARDWELL VALLEY 2207,New South Wales,Sydney
Bexley,2207,BEXLEY 2207,New South Wales,Sydney
Bexley North,2207,BEXLEY NORTH 2207,New South Wales,Sydney
Bexley South,2207,BEXLEY SOUTH 2207,New South Wales,Sydney
Kingsgrove,2208,KINGSGROVE 2208,New South Wales,Sydney
Kingsway West,2208,KINGSWAY WEST 2208,New South Wales,Sydney
Beverly Hills,2209,BEVERLY HILLS 2209,New South Wales,Sydney
Narwee,2209,NARWEE 2209,New South Wales,Sydney
Lugarno,2210,LUGARNO 2210,New South Wales,Sydney
Peakhurst,2210,PEAKHURST 2210,New South Wales,Sydney
Peakhurst Heights,2210,PEAKHURST HEIGHTS 2210,New South Wales,Sydney
Riverwood,2210,RIVERWOOD 2210,New South Wales,Sydney
Padstow,2211,PADSTOW 2211,New South Wales,Sydney
Padstow Heights,2211,PADSTOW HEIGHTS 2211,New South Wales,Sydney
Revesby,2212,REVESBY 2212,New South Wales,Sydney
Revesby Heights,2212,REVESBY HEIGHTS 2212,New South Wales,Sydney
Revesby North,2212,REVESBY NORTH 2212,New South Wales,Sydney
East Hills,2213,EAST HILLS 2213,New South Wales,Sydney
Panania,2213,PANANIA 2213,New South Wales,Sydney
Picnic Point,2213,PICNIC POINT 2213,New South Wales,Sydney
Milperra,2214,MILPERRA 2214,New South Wales,Sydney
Banksia,2216,BANKSIA 2216,New South Wales,Sydney
Brighton-Le-Sands,2216,BRIGHTON-LE-SANDS 2216,New South Wales,Sydney
Kyeemagh,2216,KYEEMAGH 2216,New South Wales,Sydney
Rockdale,2216,ROCKDALE 2216,New South Wales,Sydney
Beverley Park,2217,BEVERLEY PARK 2217,New South Wales,Sydney
Kogarah,2217,KOGARAH 2217,New South Wales,Sydney
Kogarah Bay,2217,KOGARAH BAY 2217,New South Wales,Sydney
Monterey,2217,MONTEREY 2217,New South Wales,Sydney
Ramsgate,2217,RAMSGATE 2217,New South Wales,Sydney
Ramsgate Beach,2217,RAMSGATE BEACH 2217,New South Wales,Sydney
Allawah,2218,ALLAWAH 2218,New South Wales,Sydney
Carlton,2218,CARLTON 2218,New South Wales,Sydney
Dolls Point,2219,DOLLS POINT 2219,New South Wales,Sydney
Sandringham,2219,SANDRINGHAM 2219,New South Wales,Sydney
Sans Souci,2219,SANS SOUCI 2219,New South Wales,Sydney
Hurstville,2220,HURSTVILLE 2220,New South Wales,Sydney
Hurstville Grove,2220,HURSTVILLE GROVE 2220,New South Wales,Sydney
Hurstville Westfield,2220,HURSTVILLE WESTFIELD 2220,New South Wales,Sydney
Blakehurst,2221,BLAKEHURST 2221,New South Wales,Sydney
Carss Park,2221,CARSS PARK 2221,New South Wales,Sydney
Connells Point,2221,CONNELLS POINT 2221,New South Wales,Sydney
Kyle Bay,2221,KYLE BAY 2221,New South Wales,Sydney
South Hurstville,2221,SOUTH HURSTVILLE 2221,New South Wales,Sydney
Penshurst,2222,PENSHURST 2222,New South Wales,Sydney
Mortdale,2223,MORTDALE 2223,New South Wales,Sydney
Oatley,2223,OATLEY 2223,New South Wales,Sydney
Kangaroo Point,2224,KANGAROO POINT 2224,New South Wales,Sydney
Sylvania,2224,SYLVANIA 2224,New South Wales,Sydney
Sylvania Southgate,2224,SYLVANIA SOUTHGATE 2224,New South Wales,Sydney
Sylvania Waters,2224,SYLVANIA WATERS 2224,New South Wales,Sydney
Oyster Bay,2225,OYSTER BAY 2225,New South Wales,Sydney
Bonnet Bay,2226,BONNET BAY 2226,New South Wales,Sydney
Como,2226,COMO 2226,New South Wales,Sydney
Jannali,2226,JANNALI 2226,New South Wales,Sydney
Gymea,2227,GYMEA 2227,New South Wales,Sydney
Gymea Bay,2227,GYMEA BAY 2227,New South Wales,Sydney
Miranda,2228,MIRANDA 2228,New South Wales,Sydney
Yowie Bay,2228,YOWIE BAY 2228,New South Wales,Sydney
Caringbah,2229,CARINGBAH 2229,New South Wales,Sydney
Caringbah South,2229,CARINGBAH SOUTH 2229,New South Wales,Sydney
Dolans Bay,2229,DOLANS BAY 2229,New South Wales,Sydney
Lilli Pilli,2229,LILLI PILLI 2229,New South Wales,Sydney
Port Hacking,2229,PORT HACKING 2229,New South Wales,Sydney
Taren Point,2229,TAREN POINT 2229,New South Wales,Sydney
Burraneer,2230,BURRANEER 2230,New South Wales,Sydney
Cronulla,2230,CRONULLA 2230,New South Wales,Sydney
Greenhills Beach,2230,GREENHILLS BEACH 2230,New South Wales,Sydney
Woolooware,2230,WOOLOOWARE 2230,New South Wales,Sydney
Kurnell,2231,KURNELL 2231,New South Wales,Sydney
Grays Point,2232,GRAYS POINT 2232,New South Wales,Sydney
Kareela,2232,KAREELA 2232,New South Wales,Sydney
Kirrawee,2232,KIRRAWEE 2232,New South Wales,Sydney
Loftus,2232,LOFTUS 2232,New South Wales,Sydney
Sutherland,2232,SUTHERLAND 2232,New South Wales,Sydney
Woronora,2232,WORONORA 2232,New South Wales,Sydney
Engadine,2233,ENGADINE 2233,New South Wales,Sydney
Heathcote,2233,HEATHCOTE 2233,New South Wales,Sydney
Waterfall,2233,WATERFALL 2233,New South Wales,Sydney
Woronora Heights,2233,WORONORA HEIGHTS 2233,New South Wales,Sydney
Yarrawarrah,2233,YARRAWARRAH 2233,New South Wales,Sydney
Alfords Point,2234,ALFORDS POINT 2234,New South Wales,Sydney
Bangor,2234,BANGOR 2234,New South Wales,Sydney
Barden Ridge,2234,BARDEN RIDGE 2234,New South Wales,Sydney
Illawong,2234,ILLAWONG 2234,New South Wales,Sydney
Lucas Heights,2234,LUCAS HEIGHTS 2234,New South Wales,Sydney
Menai,2234,MENAI 2234,New South Wales,Sydney
Menai Central,2234,MENAI CENTRAL 2234,New South Wales,Sydney
Bucketty,2250,BUCKETTY 2250,New South Wales,Central Coast
Calga,2250,CALGA 2250,New South Wales,Central Coast
Central Mangrove,2250,CENTRAL MANGROVE 2250,New South Wales,Central Coast
East Gosford,2250,EAST GOSFORD 2250,New South Wales,Central Coast
Erina,2250,ERINA 2250,New South Wales,Central Coast
Erina Fair,2250,ERINA FAIR 2250,New South Wales,Central Coast
Glenworth Valley,2250,GLENWORTH VALLEY 2250,New South Wales,Central Coast
Gosford,2250,GOSFORD 2250,New South Wales,Central Coast
Holgate,2250,HOLGATE 2250,New South Wales,Central Coast
Kariong,2250,KARIONG 2250,New South Wales,Central Coast
Kulnura,2250,KULNURA 2250,New South Wales,Central Coast
Lisarow,2250,LISAROW 2250,New South Wales,Central Coast
Lower Mangrove,2250,LOWER MANGROVE 2250,New South Wales,Central Coast
Mangrove Creek,2250,MANGROVE CREEK 2250,New South Wales,Central Coast
Mangrove Mountain,2250,MANGROVE MOUNTAIN 2250,New South Wales,Central Coast
Matcham,2250,MATCHAM 2250,New South Wales,Central Coast
Mount Elliot,2250,MOUNT ELLIOT 2250,New South Wales,Central Coast
Mount White,2250,MOUNT WHITE 2250,New South Wales,Central Coast
Narara,2250,NARARA 2250,New South Wales,Central Coast
Niagara Park,2250,NIAGARA PARK 2250,New South Wales,Central Coast
North Gosford,2250,NORTH GOSFORD 2250,New South Wales,Central Coast
Peats Ridge,2250,PEATS RIDGE 2250,New South Wales,Central Coast
Point Clare,2250,POINT CLARE 2250,New South Wales,Central Coast
Point Frederick,2250,POINT FREDERICK 2250,New South Wales,Central Coast
Somersby,2250,SOMERSBY 2250,New South Wales,Central Coast
Springfield,2250,SPRINGFIELD 2250,New South Wales,Central Coast
Tascott,2250,TASCOTT 2250,New South Wales,Central Coast
Upper Mangrove,2250,UPPER MANGROVE 2250,New South Wales,Central Coast
Wendoree Park,2250,WENDOREE PARK 2250,New South Wales,Central Coast
West Gosford,2250,WEST GOSFORD 2250,New South Wales,Central Coast
Wyoming,2250,WYOMING 2250,New South Wales,Central Coast
Avoca Beach,2251,AVOCA BEACH 2251,New South Wales,Central Coast
Bensville,2251,BENSVILLE 2251,New South Wales,Central Coast
Bouddi,2251,BOUDDI 2251,New South Wales,Central Coast
Copacabana,2251,COPACABANA 2251,New South Wales,Central Coast
Davistown,2251,DAVISTOWN 2251,New South Wales,Central Coast
Green Point,2251,GREEN POINT 2251,New South Wales,Central Coast
Kincumber,2251,KINCUMBER 2251,New South Wales,Central Coast
Kincumber South,2251,KINCUMBER SOUTH 2251,New South Wales,Central Coast
Macmasters Beach,2251,MACMASTERS BEACH 2251,New South Wales,Central Coast
Picketts Valley,2251,PICKETTS VALLEY 2251,New South Wales,Central Coast
Saratoga,2251,SARATOGA 2251,New South Wales,Central Coast
Yattalunga,2251,YATTALUNGA 2251,New South Wales,Central Coast
Blackwall,2256,BLACKWALL 2256,New South Wales,Central Coast
Horsfield Bay,2256,HORSFIELD BAY 2256,New South Wales,Central Coast
Koolewong,2256,KOOLEWONG 2256,New South Wales,Central Coast
Little Wobby,2256,LITTLE WOBBY 2256,New South Wales,Central Coast
Patonga,2256,PATONGA 2256,New South Wales,Central Coast
Pearl Beach,2256,PEARL BEACH 2256,New South Wales,Central Coast
Phegans Bay,2256,PHEGANS BAY 2256,New South Wales,Central Coast
Wondabyne,2256,WONDABYNE 2256,New South Wales,Central Coast
Woy Woy,2256,WOY WOY 2256,New South Wales,Central Coast
Woy Woy Bay,2256,WOY WOY BAY 2256,New South Wales,Central Coast
Booker Bay,2257,BOOKER BAY 2257,New South Wales,Central Coast
Box Head,2257,BOX HEAD 2257,New South Wales,Central Coast
Daleys Point,2257,DALEYS POINT 2257,New South Wales,Central Coast
Empire Bay,2257,EMPIRE BAY 2257,New South Wales,Central Coast
Ettalong Beach,2257,ETTALONG BEACH 2257,New South Wales,Central Coast
Hardys Bay,2257,HARDYS BAY 2257,New South Wales,Central Coast
Killcare,2257,KILLCARE 2257,New South Wales,Central Coast
Killcare Heights,2257,KILLCARE HEIGHTS 2257,New South Wales,Central Coast
Pretty Beach,2257,PRETTY BEACH 2257,New South Wales,Central Coast
St Huberts Island,2257,ST HUBERTS ISLAND 2257,New South Wales,Central Coast
Umina Beach,2257,UMINA BEACH 2257,New South Wales,Central Coast
Wagstaffe,2257,WAGSTAFFE 2257,New South Wales,Central Coast
Fountaindale,2258,FOUNTAINDALE 2258,New South Wales,Central Coast
Kangy Angy,2258,KANGY ANGY 2258,New South Wales,Central Coast
Ourimbah,2258,OURIMBAH 2258,New South Wales,Central Coast
Palmdale,2258,PALMDALE 2258,New South Wales,Central Coast
Palm Grove,2258,PALM GROVE 2258,New South Wales,Central Coast
Alison,2259,ALISON 2259,New South Wales,Central Coast
Bushells Ridge,2259,BUSHELLS RIDGE 2259,New South Wales,Central Coast
Cedar Brush Creek,2259,CEDAR BRUSH CREEK 2259,New South Wales,Central Coast
Chain Valley Bay,2259,CHAIN VALLEY BAY 2259,New South Wales,Central Coast
Crangan Bay,2259,CRANGAN BAY 2259,New South Wales,Central Coast
Dooralong,2259,DOORALONG 2259,New South Wales,Central Coast
Durren Durren,2259,DURREN DURREN 2259,New South Wales,Central Coast
Freemans,2259,FREEMANS 2259,New South Wales,Central Coast
Gwandalan,2259,GWANDALAN 2259,New South Wales,Central Coast
Halloran,2259,HALLORAN 2259,New South Wales,Central Coast
Hamlyn Terrace,2259,HAMLYN TERRACE 2259,New South Wales,Central Coast
Jilliby,2259,JILLIBY 2259,New South Wales,Central Coast
Kanwal,2259,KANWAL 2259,New South Wales,Central Coast
Kiar,2259,KIAR 2259,New South Wales,Central Coast
Kingfisher Shores,2259,KINGFISHER SHORES 2259,New South Wales,Central Coast
Lake Munmorah,2259,LAKE MUNMORAH 2259,New South Wales,Central Coast
Lemon Tree,2259,LEMON TREE 2259,New South Wales,Central Coast
Little Jilliby,2259,LITTLE JILLIBY 2259,New South Wales,Central Coast
Mannering Park,2259,MANNERING PARK 2259,New South Wales,Central Coast
Mardi,2259,MARDI 2259,New South Wales,Central Coast
Moonee,2259,MOONEE 2259,New South Wales,Central Coast
Point Wolstoncroft,2259,POINT WOLSTONCROFT 2259,New South Wales,Central Coast
Ravensdale,2259,RAVENSDALE 2259,New South Wales,Central Coast
Rocky Point,2259,ROCKY POINT 2259,New South Wales,Central Coast
Summerland Point,2259,SUMMERLAND POINT 2259,New South Wales,Central Coast
Tacoma,2259,TACOMA 2259,New South Wales,Central Coast
Tacoma South,2259,TACOMA SOUTH 2259,New South Wales,Central Coast
Tuggerah,2259,TUGGERAH 2259,New South Wales,Central Coast
Tuggerawong,2259,TUGGERAWONG 2259,New South Wales,Central Coast
Wadalba,2259,WADALBA 2259,New South Wales,Central Coast
Wallarah,2259,WALLARAH 2259,New South Wales,Central Coast
Warnervale,2259,WARNERVALE 2259,New South Wales,Central Coast
Watanobbi,2259,WATANOBBI 2259,New South Wales,Central Coast
Woongarrah,2259,WOONGARRAH 2259,New South Wales,Central Coast
Wybung,2259,WYBUNG 2259,New South Wales,Central Coast
Wyee,2259,WYEE 2259,New South Wales,Central Coast
Wyee Point,2259,WYEE POINT 2259,New South Wales,Central Coast
Wyong,2259,WYONG 2259,New South Wales,Central Coast
Wyongah,2259,WYONGAH 2259,New South Wales,Central Coast
Wyong Creek,2259,WYONG CREEK 2259,New South Wales,Central Coast
Yarramalong,2259,YARRAMALONG 2259,New South Wales,Central Coast
Erina Heights,2260,ERINA HEIGHTS 2260,New South Wales,Central Coast
Forresters Beach,2260,FORRESTERS BEACH 2260,New South Wales,Central Coast
North Avoca,2260,NORTH AVOCA 2260,New South Wales,Central Coast
Terrigal,2260,TERRIGAL 2260,New South Wales,Central Coast
Wamberal,2260,WAMBERAL 2260,New South Wales,Central Coast
Bateau Bay,2261,BATEAU BAY 2261,New South Wales,Central Coast
Bay Village,2261,BAY VILLAGE 2261,New South Wales,Central Coast
Berkeley Vale,2261,BERKELEY VALE 2261,New South Wales,Central Coast
Blue Bay,2261,BLUE BAY 2261,New South Wales,Central Coast
Chittaway Bay,2261,CHITTAWAY BAY 2261,New South Wales,Central Coast
Chittaway Point,2261,CHITTAWAY POINT 2261,New South Wales,Central Coast
Glenning Valley,2261,GLENNING VALLEY 2261,New South Wales,Central Coast
Killarney Vale,2261,KILLARNEY VALE 2261,New South Wales,Central Coast
Long Jetty,2261,LONG JETTY 2261,New South Wales,Central Coast
Magenta,2261,MAGENTA 2261,New South Wales,Central Coast
Shelly Beach,2261,SHELLY BEACH 2261,New South Wales,Central Coast
The Entrance,2261,THE ENTRANCE 2261,New South Wales,Central Coast
The Entrance North,2261,THE ENTRANCE NORTH 2261,New South Wales,Central Coast
Toowoon Bay,2261,TOOWOON BAY 2261,New South Wales,Central Coast
Tumbi Umbi,2261,TUMBI UMBI 2261,New South Wales,Central Coast
Blue Haven,2262,BLUE HAVEN 2262,New South Wales,Central Coast
Budgewoi,2262,BUDGEWOI 2262,New South Wales,Central Coast
Budgewoi Peninsula,2262,BUDGEWOI PENINSULA 2262,New South Wales,Central Coast
Buff Point,2262,BUFF POINT 2262,New South Wales,Central Coast
Colongra,2262,COLONGRA 2262,New South Wales,Central Coast
Doyalson,2262,DOYALSON 2262,New South Wales,Central Coast
Doyalson North,2262,DOYALSON NORTH 2262,New South Wales,Central Coast
Halekulani,2262,HALEKULANI 2262,New South Wales,Central Coast
San Remo,2262,SAN REMO 2262,New South Wales,Central Coast
Canton Beach,2263,CANTON BEACH 2263,New South Wales,Central Coast
Charmhaven,2263,CHARMHAVEN 2263,New South Wales,Central Coast
Gorokan,2263,GOROKAN 2263,New South Wales,Central Coast
Lake Haven,2263,LAKE HAVEN 2263,New South Wales,Central Coast
Norah Head,2263,NORAH HEAD 2263,New South Wales,Central Coast
Noraville,2263,NORAVILLE 2263,New South Wales,Central Coast
Toukley,2263,TOUKLEY 2263,New South Wales,Central Coast
Balcolyn,2264,BALCOLYN 2264,New South Wales,Newcastle
Bonnells Bay,2264,BONNELLS BAY 2264,New South Wales,Newcastle
Brightwaters,2264,BRIGHTWATERS 2264,New South Wales,Newcastle
Dora Creek,2264,DORA CREEK 2264,New South Wales,Newcastle
Eraring,2264,ERARING 2264,New South Wales,Newcastle
Mandalong,2264,MANDALONG 2264,New South Wales,Central Coast
Mirrabooka,2264,MIRRABOOKA 2264,New South Wales,Newcastle
Morisset,2264,MORISSET 2264,New South Wales,Newcastle
Morisset Park,2264,MORISSET PARK 2264,New South Wales,Newcastle
Myuna Bay,2264,MYUNA BAY 2264,New South Wales,Newcastle
Silverwater,2264,SILVERWATER 2264,New South Wales,Newcastle
Sunshine,2264,SUNSHINE 2264,New South Wales,Newcastle
Windermere Park,2264,WINDERMERE PARK 2264,New South Wales,Newcastle
Yarrawonga Park,2264,YARRAWONGA PARK 2264,New South Wales,Newcastle
Cooranbong,2265,COORANBONG 2265,New South Wales,Newcastle
Wangi Wangi,2267,WANGI WANGI 2267,New South Wales,Newcastle
Barnsley,2278,BARNSLEY 2278,New South Wales,Newcastle
Killingworth,2278,KILLINGWORTH 2278,New South Wales,Newcastle
Wakefield,2278,WAKEFIELD 2278,New South Wales,Newcastle
Belmont,2280,BELMONT 2280,New South Wales,Newcastle
Belmont North,2280,BELMONT NORTH 2280,New South Wales,Newcastle
Belmont South,2280,BELMONT SOUTH 2280,New South Wales,Newcastle
Croudace Bay,2280,CROUDACE BAY 2280,New South Wales,Newcastle
Floraville,2280,FLORAVILLE 2280,New South Wales,Newcastle
Jewells,2280,JEWELLS 2280,New South Wales,Newcastle
Marks Point,2280,MARKS POINT 2280,New South Wales,Newcastle
Valentine,2280,VALENTINE 2280,New South Wales,Newcastle
Blacksmiths,2281,BLACKSMITHS 2281,New South Wales,Newcastle
Cams Wharf,2281,CAMS WHARF 2281,New South Wales,Newcastle
Catherine Hill Bay,2281,CATHERINE HILL BAY 2281,New South Wales,Newcastle
Caves Beach,2281,CAVES BEACH 2281,New South Wales,Newcastle
Little Pelican,2281,LITTLE PELICAN 2281,New South Wales,Newcastle
Middle Camp,2281,MIDDLE CAMP 2281,New South Wales,Newcastle
Murrays Beach,2281,MURRAYS BEACH 2281,New South Wales,Newcastle
